country_name,hdi_category,indicator_name,values
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,108
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,104
Colombia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,111
Ukraine,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,107
Samoa,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,100
Thailand,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,94
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,110
Belize,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,125
China,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,112
Grenada,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,91
Armenia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,96
Turkey,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,91
Suriname,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,120
Jordan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,96
Peru,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,112
Lebanon,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,105
Ecuador,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,117
Philippines,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,112
Tunisia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,108
Fiji,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,105
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,105
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,122
Paraguay,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,103
Georgia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,94
Guyana,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,131
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,95
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Maldives,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,93
Jamaica,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,94
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,105
El Salvador,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,111
Algeria,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,107
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,91
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,88
Indonesia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,115
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,121
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,110
Moldova,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,92
Egypt,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,97
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Mongolia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,94
Honduras,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,113
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,97
Bolivia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,113
Guatemala,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,109
Gabon,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,129
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,116
South Africa,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,102
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,132
Botswana,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,105
Namibia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,100
Morocco,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,99
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,111
India,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,116
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,94
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,108
Cambodia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,129
Myanmar,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,101
Bhutan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,80
Ghana,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,87
Pakistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,75
Mauritania,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,94
Lesotho,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,131
Congo,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,84
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,111
Swaziland,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,104
Nepal,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,108
Madagascar,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,136
Cameroon,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,107
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,70
Haiti,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,56
Kenya,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,110
Djibouti,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,36
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,145
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,95
Togo,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,92
Yemen,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,75
Uganda,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,119
Gambia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,84
Senegal,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,77
Eritrea,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,57
Nigeria,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,95
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,104
Guinea,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,74
Rwanda,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,121
Angola,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,..
Benin,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,85
Malawi,LOW HUMAN DEVELOPMENT,Gross_prim_enr_fem_rat,124
Zambia,,Gross_prim_enr_fem_rat,108
Côte d'Ivoire,,Gross_prim_enr_fem_rat,63
Burundi,,Gross_prim_enr_fem_rat,78
Congo (Democratic Republic of the),,Gross_prim_enr_fem_rat,54
Ethiopia,,Gross_prim_enr_fem_rat,86
Chad,,Gross_prim_enr_fem_rat,62
Central African Republic,,Gross_prim_enr_fem_rat,44
Mozambique,,Gross_prim_enr_fem_rat,94
Mali,,Gross_prim_enr_fem_rat,59
Niger,,Gross_prim_enr_fem_rat,39
Guinea-Bissau,,Gross_prim_enr_fem_rat,56
Burkina Faso,,Gross_prim_enr_fem_rat,51
Sierra Leone,,Gross_prim_enr_fem_rat,65
Iceland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Norway,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Australia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Canada,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Ireland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Sweden,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Switzerland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Japan,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Netherlands,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
France,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Finland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
United States,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Spain,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Denmark,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Austria,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
United Kingdom,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Belgium,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Luxembourg,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
New Zealand,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Italy,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
"Hong Kong, China (SAR)",HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.94
Germany,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Israel,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.01
Greece,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Singapore,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,..
Korea (Republic of),HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Slovenia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Cyprus,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Portugal,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Brunei Darussalam,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Barbados,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Czech Republic,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Kuwait,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Malta,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.94
Qatar,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Hungary,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Poland,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Argentina,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
United Arab Emirates,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Chile,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Bahrain,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Slovakia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Lithuania,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Estonia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Latvia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Uruguay,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Croatia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Costa Rica,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Bahamas,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Seychelles,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.01
Cuba,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
Mexico,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Bulgaria,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Saint Kitts and Nevis,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.06
Tonga,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
Libyan Arab Jamahiriya,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Antigua and Barbuda,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,..
Oman,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Trinidad and Tobago,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Romania,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Saudi Arabia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Panama,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Malaysia,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Belarus,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Mauritius,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Bosnia and Herzegovina,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,..
Russian Federation,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Albania,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Macedonia (TFYR),HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Brazil,HIGH HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.93
Dominica,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Saint Lucia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Kazakhstan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Venezuela (Bolivarian Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Colombia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Ukraine,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Samoa,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Thailand,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Dominican Republic,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
Belize,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
China,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Grenada,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Armenia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.04
Turkey,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
Suriname,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Jordan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.01
Peru,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Lebanon,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Ecuador,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Philippines,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Tunisia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Fiji,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Saint Vincent and the Grenadines,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.90
Iran (Islamic Republic of),MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.22
Paraguay,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Georgia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.01
Guyana,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Azerbaijan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Sri Lanka,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Maldives,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Jamaica,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Cape Verde,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
El Salvador,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Algeria,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.93
Viet Nam,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.94
Occupied Palestinian Territories,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Indonesia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Syrian Arab Republic,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
Turkmenistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,..
Nicaragua,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Moldova,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Egypt,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.94
Uzbekistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Mongolia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.02
Honduras,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Kyrgyzstan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Bolivia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Guatemala,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.92
Gabon,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.99
Vanuatu,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
South Africa,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Tajikistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Sao Tome and Principe,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Botswana,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Namibia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.01
Morocco,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.89
Equatorial Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
India,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.94
Solomon Islands,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.95
Lao People's Democratic Republic,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.88
Cambodia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.92
Myanmar,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.02
Bhutan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,..
Comoros,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.88
Ghana,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Pakistan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.76
Mauritania,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.01
Lesotho,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Congo,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.92
Bangladesh,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.03
Swaziland,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.93
Nepal,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.91
Madagascar,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Cameroon,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.85
Papua New Guinea,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.88
Haiti,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,..
Sudan,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.87
Kenya,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Djibouti,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.82
Timor-Leste,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.92
Zimbabwe,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.98
Togo,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.85
Yemen,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.74
Uganda,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.00
Gambia,MEDIUM HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.06
Senegal,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.97
Eritrea,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.81
Nigeria,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.86
Tanzania (United Republic of),LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.96
Guinea,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.84
Rwanda,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.02
Angola,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,..
Benin,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,0.80
Malawi,LOW HUMAN DEVELOPMENT,Gross_prim_enr_rat_femrate_malrate,1.02
Zambia,,Gross_prim_enr_rat_femrate_malrate,0.95
Côte d'Ivoire,,Gross_prim_enr_rat_femrate_malrate,0.79
Burundi,,Gross_prim_enr_rat_femrate_malrate,0.86
Congo (Democratic Republic of the),,Gross_prim_enr_rat_femrate_malrate,0.78
Ethiopia,,Gross_prim_enr_rat_femrate_malrate,0.86
Chad,,Gross_prim_enr_rat_femrate_malrate,0.67
Central African Republic,,Gross_prim_enr_rat_femrate_malrate,0.66
Mozambique,,Gross_prim_enr_rat_femrate_malrate,0.85
Mali,,Gross_prim_enr_rat_femrate_malrate,0.80
Niger,,Gross_prim_enr_rat_femrate_malrate,0.73
Guinea-Bissau,,Gross_prim_enr_rat_femrate_malrate,0.67
Burkina Faso,,Gross_prim_enr_rat_femrate_malrate,0.80
Sierra Leone,,Gross_prim_enr_rat_femrate_malrate,0.71
Iceland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,109
Norway,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,114
Australia,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,144
Canada,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,116
Ireland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,118
Sweden,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,103
Switzerland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,91
Japan,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,102
Netherlands,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,117
France,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,116
Finland,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,113
United States,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,95
Spain,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,127
Denmark,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,126
Austria,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,100
United Kingdom,HIGH HUMAN DEVELOPMENT,Gross_sec_enr_femrat,107
